episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_steps_trained_this_iter,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/entropy_coeff,info/learner/default_policy/learner_stats/policy_entropy,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss 
20.0,14.0,18.36,10305.36,3,8,14798400,320,14798400,False,7917,1768,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_21-28-13,1650729493,9.985207557678223,17897.57056593895,28360,DESKTOP-1HD8C9H,127.0.0.1,17897.57056593895,565760,1768,11.156481266021729,"[19.0, 20.0, 19.0, 20.0, 18.0, 19.0, 19.0, 14.0, 19.0, 17.0, 19.0, 17.0, 20.0, 18.0, 17.0, 15.0, 18.0, 18.0, 17.0, 19.0, 20.0, 18.0, 18.0, 18.0, 19.0, 19.0, 19.0, 19.0, 17.0, 20.0, 20.0, 20.0, 19.0, 16.0, 18.0, 20.0, 18.0, 19.0, 19.0, 16.0, 18.0, 20.0, 20.0, 19.0, 19.0, 19.0, 20.0, 20.0, 20.0, 20.0, 20.0, 18.0, 19.0, 18.0, 20.0, 18.0, 16.0, 17.0, 16.0, 18.0, 18.0, 20.0, 19.0, 17.0, 19.0, 18.0, 19.0, 17.0, 18.0, 20.0, 18.0, 20.0, 19.0, 19.0, 16.0, 20.0, 18.0, 19.0, 17.0, 19.0, 17.0, 18.0, 20.0, 18.0, 18.0, 18.0, 19.0, 18.0, 19.0, 19.0, 20.0, 19.0, 18.0, 18.0, 17.0, 17.0, 17.0, 18.0, 14.0, 15.0]","[10239, 10014, 10026, 9768, 10576, 10293, 10344, 10681, 9675, 9901, 9747, 10592, 10611, 10311, 10626, 11925, 10435, 10307, 10526, 10313, 10742, 9689, 11161, 10457, 10441, 11287, 10185, 10312, 12278, 9924, 9886, 9842, 10069, 10762, 10588, 9605, 11363, 9838, 9693, 11286, 9868, 9616, 10057, 9672, 10032, 10463, 9292, 9749, 9771, 10163, 9441, 11479, 10018, 10574, 9884, 10776, 9896, 10256, 11448, 9595, 10818, 10011, 9048, 10505, 9716, 9933, 10957, 10962, 10959, 9528, 9899, 9572, 9915, 10899, 10893, 9913, 10831, 9780, 11525, 10640, 10733, 10252, 10127, 9958, 9279, 10944, 10364, 10559, 10413, 11063, 9540, 9936, 10104, 10495, 10251, 9899, 10653, 9805, 9938, 11551]",393.28,813.67,4.687,68270.486,23.432,13656.598,40.607,14798400,14798400,14798400,320,14798400,13.371428571428572,6.700000000000001,0.0001,0.01,312.2877197265625,0.43164509534835815,0.2884412407875061
20.0,14.0,18.31,10306.01,3,8,14806720,320,14806720,False,7920,1769,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_21-28-23,1650729503,10.004073858261108,17907.57463979721,28360,DESKTOP-1HD8C9H,127.0.0.1,17907.57463979721,566080,1769,11.156481266021729,"[20.0, 18.0, 19.0, 19.0, 14.0, 19.0, 17.0, 19.0, 17.0, 20.0, 18.0, 17.0, 15.0, 18.0, 18.0, 17.0, 19.0, 20.0, 18.0, 18.0, 18.0, 19.0, 19.0, 19.0, 19.0, 17.0, 20.0, 20.0, 20.0, 19.0, 16.0, 18.0, 20.0, 18.0, 19.0, 19.0, 16.0, 18.0, 20.0, 20.0, 19.0, 19.0, 19.0, 20.0, 20.0, 20.0, 20.0, 20.0, 18.0, 19.0, 18.0, 20.0, 18.0, 16.0, 17.0, 16.0, 18.0, 18.0, 20.0, 19.0, 17.0, 19.0, 18.0, 19.0, 17.0, 18.0, 20.0, 18.0, 20.0, 19.0, 19.0, 16.0, 20.0, 18.0, 19.0, 17.0, 19.0, 17.0, 18.0, 20.0, 18.0, 18.0, 18.0, 19.0, 18.0, 19.0, 19.0, 20.0, 19.0, 18.0, 18.0, 17.0, 17.0, 17.0, 18.0, 14.0, 15.0, 16.0, 19.0, 18.0]","[9768, 10576, 10293, 10344, 10681, 9675, 9901, 9747, 10592, 10611, 10311, 10626, 11925, 10435, 10307, 10526, 10313, 10742, 9689, 11161, 10457, 10441, 11287, 10185, 10312, 12278, 9924, 9886, 9842, 10069, 10762, 10588, 9605, 11363, 9838, 9693, 11286, 9868, 9616, 10057, 9672, 10032, 10463, 9292, 9749, 9771, 10163, 9441, 11479, 10018, 10574, 9884, 10776, 9896, 10256, 11448, 9595, 10818, 10011, 9048, 10505, 9716, 9933, 10957, 10962, 10959, 9528, 9899, 9572, 9915, 10899, 10893, 9913, 10831, 9780, 11525, 10640, 10733, 10252, 10127, 9958, 9279, 10944, 10364, 10559, 10413, 11063, 9540, 9936, 10104, 10495, 10251, 9899, 10653, 9805, 9938, 11551, 10062, 10354, 9928]",394.409,811.341,4.691,68212.196,24.996,12802.21,34.373,14806720,14806720,14806720,320,14806720,13.999999999999998,6.700000000000001,0.0001,0.01,308.66259765625,5.483611106872559,2.2002947330474854
20.0,14.0,18.3,10303.29,3,8,14815040,320,14815040,False,7923,1770,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_21-28-33,1650729513,10.021048545837402,17917.595688343048,28360,DESKTOP-1HD8C9H,127.0.0.1,17917.595688343048,566400,1770,11.156481266021729,"[19.0, 14.0, 19.0, 17.0, 19.0, 17.0, 20.0, 18.0, 17.0, 15.0, 18.0, 18.0, 17.0, 19.0, 20.0, 18.0, 18.0, 18.0, 19.0, 19.0, 19.0, 19.0, 17.0, 20.0, 20.0, 20.0, 19.0, 16.0, 18.0, 20.0, 18.0, 19.0, 19.0, 16.0, 18.0, 20.0, 20.0, 19.0, 19.0, 19.0, 20.0, 20.0, 20.0, 20.0, 20.0, 18.0, 19.0, 18.0, 20.0, 18.0, 16.0, 17.0, 16.0, 18.0, 18.0, 20.0, 19.0, 17.0, 19.0, 18.0, 19.0, 17.0, 18.0, 20.0, 18.0, 20.0, 19.0, 19.0, 16.0, 20.0, 18.0, 19.0, 17.0, 19.0, 17.0, 18.0, 20.0, 18.0, 18.0, 18.0, 19.0, 18.0, 19.0, 19.0, 20.0, 19.0, 18.0, 18.0, 17.0, 17.0, 17.0, 18.0, 14.0, 15.0, 16.0, 19.0, 18.0, 18.0, 18.0, 20.0]","[10344, 10681, 9675, 9901, 9747, 10592, 10611, 10311, 10626, 11925, 10435, 10307, 10526, 10313, 10742, 9689, 11161, 10457, 10441, 11287, 10185, 10312, 12278, 9924, 9886, 9842, 10069, 10762, 10588, 9605, 11363, 9838, 9693, 11286, 9868, 9616, 10057, 9672, 10032, 10463, 9292, 9749, 9771, 10163, 9441, 11479, 10018, 10574, 9884, 10776, 9896, 10256, 11448, 9595, 10818, 10011, 9048, 10505, 9716, 9933, 10957, 10962, 10959, 9528, 9899, 9572, 9915, 10899, 10893, 9913, 10831, 9780, 11525, 10640, 10733, 10252, 10127, 9958, 9279, 10944, 10364, 10559, 10413, 11063, 9540, 9936, 10104, 10495, 10251, 9899, 10653, 9805, 9938, 11551, 10062, 10354, 9928, 10268, 9728, 10369]",384.656,831.913,3.13,102246.325,26.557,12049.741,14.045,14815040,14815040,14815040,320,14815040,13.564285714285713,6.700000000000001,0.0001,0.01,341.6305236816406,3.1241135597229004,0.758456826210022
20.0,14.0,18.3,10308.44,3,8,14823680,320,14823680,False,7926,1771,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_21-28-44,1650729524,10.193122863769531,17927.788811206818,28360,DESKTOP-1HD8C9H,127.0.0.1,17927.788811206818,566720,1771,11.156481266021729,"[17.0, 19.0, 17.0, 20.0, 18.0, 17.0, 15.0, 18.0, 18.0, 17.0, 19.0, 20.0, 18.0, 18.0, 18.0, 19.0, 19.0, 19.0, 19.0, 17.0, 20.0, 20.0, 20.0, 19.0, 16.0, 18.0, 20.0, 18.0, 19.0, 19.0, 16.0, 18.0, 20.0, 20.0, 19.0, 19.0, 19.0, 20.0, 20.0, 20.0, 20.0, 20.0, 18.0, 19.0, 18.0, 20.0, 18.0, 16.0, 17.0, 16.0, 18.0, 18.0, 20.0, 19.0, 17.0, 19.0, 18.0, 19.0, 17.0, 18.0, 20.0, 18.0, 20.0, 19.0, 19.0, 16.0, 20.0, 18.0, 19.0, 17.0, 19.0, 17.0, 18.0, 20.0, 18.0, 18.0, 18.0, 19.0, 18.0, 19.0, 19.0, 20.0, 19.0, 18.0, 18.0, 17.0, 17.0, 17.0, 18.0, 14.0, 15.0, 16.0, 19.0, 18.0, 18.0, 18.0, 20.0, 19.0, 18.0, 15.0]","[9901, 9747, 10592, 10611, 10311, 10626, 11925, 10435, 10307, 10526, 10313, 10742, 9689, 11161, 10457, 10441, 11287, 10185, 10312, 12278, 9924, 9886, 9842, 10069, 10762, 10588, 9605, 11363, 9838, 9693, 11286, 9868, 9616, 10057, 9672, 10032, 10463, 9292, 9749, 9771, 10163, 9441, 11479, 10018, 10574, 9884, 10776, 9896, 10256, 11448, 9595, 10818, 10011, 9048, 10505, 9716, 9933, 10957, 10962, 10959, 9528, 9899, 9572, 9915, 10899, 10893, 9913, 10831, 9780, 11525, 10640, 10733, 10252, 10127, 9958, 9279, 10944, 10364, 10559, 10413, 11063, 9540, 9936, 10104, 10495, 10251, 9899, 10653, 9805, 9938, 11551, 10062, 10354, 9928, 10268, 9728, 10369, 9649, 10842, 10724]",368.959,867.306,6.595,48524.826,21.875,14628.89,12.488,14823680,14823680,14823680,320,14823680,14.028571428571428,6.700000000000001,0.0001,0.01,327.8878173828125,10.523113250732422,0.6672827005386353
20.0,14.0,18.35,10310.81,3,8,14832320,320,14832320,False,7929,1772,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_21-28-54,1650729534,10.253447771072388,17938.04225897789,28360,DESKTOP-1HD8C9H,127.0.0.1,17938.04225897789,567040,1772,11.156481266021729,"[20.0, 18.0, 17.0, 15.0, 18.0, 18.0, 17.0, 19.0, 20.0, 18.0, 18.0, 18.0, 19.0, 19.0, 19.0, 19.0, 17.0, 20.0, 20.0, 20.0, 19.0, 16.0, 18.0, 20.0, 18.0, 19.0, 19.0, 16.0, 18.0, 20.0, 20.0, 19.0, 19.0, 19.0, 20.0, 20.0, 20.0, 20.0, 20.0, 18.0, 19.0, 18.0, 20.0, 18.0, 16.0, 17.0, 16.0, 18.0, 18.0, 20.0, 19.0, 17.0, 19.0, 18.0, 19.0, 17.0, 18.0, 20.0, 18.0, 20.0, 19.0, 19.0, 16.0, 20.0, 18.0, 19.0, 17.0, 19.0, 17.0, 18.0, 20.0, 18.0, 18.0, 18.0, 19.0, 18.0, 19.0, 19.0, 20.0, 19.0, 18.0, 18.0, 17.0, 17.0, 17.0, 18.0, 14.0, 15.0, 16.0, 19.0, 18.0, 18.0, 18.0, 20.0, 19.0, 18.0, 15.0, 20.0, 20.0, 18.0]","[10611, 10311, 10626, 11925, 10435, 10307, 10526, 10313, 10742, 9689, 11161, 10457, 10441, 11287, 10185, 10312, 12278, 9924, 9886, 9842, 10069, 10762, 10588, 9605, 11363, 9838, 9693, 11286, 9868, 9616, 10057, 9672, 10032, 10463, 9292, 9749, 9771, 10163, 9441, 11479, 10018, 10574, 9884, 10776, 9896, 10256, 11448, 9595, 10818, 10011, 9048, 10505, 9716, 9933, 10957, 10962, 10959, 9528, 9899, 9572, 9915, 10899, 10893, 9913, 10831, 9780, 11525, 10640, 10733, 10252, 10127, 9958, 9279, 10944, 10364, 10559, 10413, 11063, 9540, 9936, 10104, 10495, 10251, 9899, 10653, 9805, 9938, 11551, 10062, 10354, 9928, 10268, 9728, 10369, 9649, 10842, 10724, 10000, 9698, 10779]",374.528,854.408,1.562,204846.886,26.557,12049.579,12.699,14832320,14832320,14832320,320,14832320,13.953333333333331,6.700000000000001,0.0001,0.01,336.0123291015625,3.7657523155212402,1.07969069480896
20.0,14.0,18.38,10312.04,4,8,14840640,320,14840640,False,7933,1773,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_21-29-04,1650729544,10.049391269683838,17948.091650247574,28360,DESKTOP-1HD8C9H,127.0.0.1,17948.091650247574,567360,1773,11.156481266021729,"[18.0, 18.0, 17.0, 19.0, 20.0, 18.0, 18.0, 18.0, 19.0, 19.0, 19.0, 19.0, 17.0, 20.0, 20.0, 20.0, 19.0, 16.0, 18.0, 20.0, 18.0, 19.0, 19.0, 16.0, 18.0, 20.0, 20.0, 19.0, 19.0, 19.0, 20.0, 20.0, 20.0, 20.0, 20.0, 18.0, 19.0, 18.0, 20.0, 18.0, 16.0, 17.0, 16.0, 18.0, 18.0, 20.0, 19.0, 17.0, 19.0, 18.0, 19.0, 17.0, 18.0, 20.0, 18.0, 20.0, 19.0, 19.0, 16.0, 20.0, 18.0, 19.0, 17.0, 19.0, 17.0, 18.0, 20.0, 18.0, 18.0, 18.0, 19.0, 18.0, 19.0, 19.0, 20.0, 19.0, 18.0, 18.0, 17.0, 17.0, 17.0, 18.0, 14.0, 15.0, 16.0, 19.0, 18.0, 18.0, 18.0, 20.0, 19.0, 18.0, 15.0, 20.0, 20.0, 18.0, 20.0, 18.0, 18.0, 17.0]","[10435, 10307, 10526, 10313, 10742, 9689, 11161, 10457, 10441, 11287, 10185, 10312, 12278, 9924, 9886, 9842, 10069, 10762, 10588, 9605, 11363, 9838, 9693, 11286, 9868, 9616, 10057, 9672, 10032, 10463, 9292, 9749, 9771, 10163, 9441, 11479, 10018, 10574, 9884, 10776, 9896, 10256, 11448, 9595, 10818, 10011, 9048, 10505, 9716, 9933, 10957, 10962, 10959, 9528, 9899, 9572, 9915, 10899, 10893, 9913, 10831, 9780, 11525, 10640, 10733, 10252, 10127, 9958, 9279, 10944, 10364, 10559, 10413, 11063, 9540, 9936, 10104, 10495, 10251, 9899, 10653, 9805, 9938, 11551, 10062, 10354, 9928, 10268, 9728, 10369, 9649, 10842, 10724, 10000, 9698, 10779, 9926, 10972, 11241, 11457]",393.126,813.988,9.375,34133.333,20.306,15758.711,14.063,14840640,14840640,14840640,320,14840640,14.042857142857143,6.700000000000001,0.0001,0.01,333.14453125,-6.0995073318481445,0.3276342749595642
20.0,14.0,18.42,10315.57,3,8,14849280,320,14849280,False,7936,1774,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_21-29-14,1650729554,10.149497747421265,17958.241147994995,28360,DESKTOP-1HD8C9H,127.0.0.1,17958.241147994995,567680,1774,11.156481266021729,"[19.0, 20.0, 18.0, 18.0, 18.0, 19.0, 19.0, 19.0, 19.0, 17.0, 20.0, 20.0, 20.0, 19.0, 16.0, 18.0, 20.0, 18.0, 19.0, 19.0, 16.0, 18.0, 20.0, 20.0, 19.0, 19.0, 19.0, 20.0, 20.0, 20.0, 20.0, 20.0, 18.0, 19.0, 18.0, 20.0, 18.0, 16.0, 17.0, 16.0, 18.0, 18.0, 20.0, 19.0, 17.0, 19.0, 18.0, 19.0, 17.0, 18.0, 20.0, 18.0, 20.0, 19.0, 19.0, 16.0, 20.0, 18.0, 19.0, 17.0, 19.0, 17.0, 18.0, 20.0, 18.0, 18.0, 18.0, 19.0, 18.0, 19.0, 19.0, 20.0, 19.0, 18.0, 18.0, 17.0, 17.0, 17.0, 18.0, 14.0, 15.0, 16.0, 19.0, 18.0, 18.0, 18.0, 20.0, 19.0, 18.0, 15.0, 20.0, 20.0, 18.0, 20.0, 18.0, 18.0, 17.0, 20.0, 19.0, 18.0]","[10313, 10742, 9689, 11161, 10457, 10441, 11287, 10185, 10312, 12278, 9924, 9886, 9842, 10069, 10762, 10588, 9605, 11363, 9838, 9693, 11286, 9868, 9616, 10057, 9672, 10032, 10463, 9292, 9749, 9771, 10163, 9441, 11479, 10018, 10574, 9884, 10776, 9896, 10256, 11448, 9595, 10818, 10011, 9048, 10505, 9716, 9933, 10957, 10962, 10959, 9528, 9899, 9572, 9915, 10899, 10893, 9913, 10831, 9780, 11525, 10640, 10733, 10252, 10127, 9958, 9279, 10944, 10364, 10559, 10413, 11063, 9540, 9936, 10104, 10495, 10251, 9899, 10653, 9805, 9938, 11551, 10062, 10354, 9928, 10268, 9728, 10369, 9649, 10842, 10724, 10000, 9698, 10779, 9926, 10972, 11241, 11457, 10803, 10377, 10441]",369.813,865.302,6.252,51182.818,26.561,12047.902,10.909,14849280,14849280,14849280,320,14849280,13.653333333333332,6.700000000000001,0.0001,0.01,334.07000732421875,-17.974241256713867,1.445798635482788
20.0,14.0,18.41,10322.54,3,8,14857600,320,14857600,False,7939,1775,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_21-29-24,1650729564,10.197558164596558,17968.43870615959,28360,DESKTOP-1HD8C9H,127.0.0.1,17968.43870615959,568000,1775,11.156481266021729,"[18.0, 18.0, 19.0, 19.0, 19.0, 19.0, 17.0, 20.0, 20.0, 20.0, 19.0, 16.0, 18.0, 20.0, 18.0, 19.0, 19.0, 16.0, 18.0, 20.0, 20.0, 19.0, 19.0, 19.0, 20.0, 20.0, 20.0, 20.0, 20.0, 18.0, 19.0, 18.0, 20.0, 18.0, 16.0, 17.0, 16.0, 18.0, 18.0, 20.0, 19.0, 17.0, 19.0, 18.0, 19.0, 17.0, 18.0, 20.0, 18.0, 20.0, 19.0, 19.0, 16.0, 20.0, 18.0, 19.0, 17.0, 19.0, 17.0, 18.0, 20.0, 18.0, 18.0, 18.0, 19.0, 18.0, 19.0, 19.0, 20.0, 19.0, 18.0, 18.0, 17.0, 17.0, 17.0, 18.0, 14.0, 15.0, 16.0, 19.0, 18.0, 18.0, 18.0, 20.0, 19.0, 18.0, 15.0, 20.0, 20.0, 18.0, 20.0, 18.0, 18.0, 17.0, 20.0, 19.0, 18.0, 18.0, 20.0, 18.0]","[11161, 10457, 10441, 11287, 10185, 10312, 12278, 9924, 9886, 9842, 10069, 10762, 10588, 9605, 11363, 9838, 9693, 11286, 9868, 9616, 10057, 9672, 10032, 10463, 9292, 9749, 9771, 10163, 9441, 11479, 10018, 10574, 9884, 10776, 9896, 10256, 11448, 9595, 10818, 10011, 9048, 10505, 9716, 9933, 10957, 10962, 10959, 9528, 9899, 9572, 9915, 10899, 10893, 9913, 10831, 9780, 11525, 10640, 10733, 10252, 10127, 9958, 9279, 10944, 10364, 10559, 10413, 11063, 9540, 9936, 10104, 10495, 10251, 9899, 10653, 9805, 9938, 11551, 10062, 10354, 9928, 10268, 9728, 10369, 9649, 10842, 10724, 10000, 9698, 10779, 9926, 10972, 11241, 11457, 10803, 10377, 10441, 11465, 9296, 10680]",380.511,840.975,6.254,51167.599,25.003,12798.279,12.475,14857600,14857600,14857600,320,14857600,13.507142857142856,6.700000000000001,0.0001,0.01,318.8638610839844,5.001716613769531,0.5956721305847168
20.0,14.0,18.4,10295.76,4,8,14865920,320,14865920,False,7943,1776,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_21-29-35,1650729575,10.243566751480103,17978.68227291107,28360,DESKTOP-1HD8C9H,127.0.0.1,17978.68227291107,568320,1776,11.156481266021729,"[19.0, 19.0, 17.0, 20.0, 20.0, 20.0, 19.0, 16.0, 18.0, 20.0, 18.0, 19.0, 19.0, 16.0, 18.0, 20.0, 20.0, 19.0, 19.0, 19.0, 20.0, 20.0, 20.0, 20.0, 20.0, 18.0, 19.0, 18.0, 20.0, 18.0, 16.0, 17.0, 16.0, 18.0, 18.0, 20.0, 19.0, 17.0, 19.0, 18.0, 19.0, 17.0, 18.0, 20.0, 18.0, 20.0, 19.0, 19.0, 16.0, 20.0, 18.0, 19.0, 17.0, 19.0, 17.0, 18.0, 20.0, 18.0, 18.0, 18.0, 19.0, 18.0, 19.0, 19.0, 20.0, 19.0, 18.0, 18.0, 17.0, 17.0, 17.0, 18.0, 14.0, 15.0, 16.0, 19.0, 18.0, 18.0, 18.0, 20.0, 19.0, 18.0, 15.0, 20.0, 20.0, 18.0, 20.0, 18.0, 18.0, 17.0, 20.0, 19.0, 18.0, 18.0, 20.0, 18.0, 18.0, 18.0, 17.0, 20.0]","[10185, 10312, 12278, 9924, 9886, 9842, 10069, 10762, 10588, 9605, 11363, 9838, 9693, 11286, 9868, 9616, 10057, 9672, 10032, 10463, 9292, 9749, 9771, 10163, 9441, 11479, 10018, 10574, 9884, 10776, 9896, 10256, 11448, 9595, 10818, 10011, 9048, 10505, 9716, 9933, 10957, 10962, 10959, 9528, 9899, 9572, 9915, 10899, 10893, 9913, 10831, 9780, 11525, 10640, 10733, 10252, 10127, 9958, 9279, 10944, 10364, 10559, 10413, 11063, 9540, 9936, 10104, 10495, 10251, 9899, 10653, 9805, 9938, 11551, 10062, 10354, 9928, 10268, 9728, 10369, 9649, 10842, 10724, 10000, 9698, 10779, 9926, 10972, 11241, 11457, 10803, 10377, 10441, 11465, 9296, 10680, 10137, 9374, 11525, 9632]",410.802,778.964,6.253,51177.549,24.995,12802.747,12.482,14865920,14865920,14865920,320,14865920,13.364285714285714,6.700000000000001,0.0001,0.01,327.606689453125,-7.059881687164307,0.6185699701309204
20.0,14.0,18.44,10264.79,3,8,14874560,320,14874560,False,7946,1777,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_21-29-45,1650729585,10.431565284729004,17989.1138381958,28360,DESKTOP-1HD8C9H,127.0.0.1,17989.1138381958,568640,1777,11.156481266021729,"[20.0, 20.0, 20.0, 19.0, 16.0, 18.0, 20.0, 18.0, 19.0, 19.0, 16.0, 18.0, 20.0, 20.0, 19.0, 19.0, 19.0, 20.0, 20.0, 20.0, 20.0, 20.0, 18.0, 19.0, 18.0, 20.0, 18.0, 16.0, 17.0, 16.0, 18.0, 18.0, 20.0, 19.0, 17.0, 19.0, 18.0, 19.0, 17.0, 18.0, 20.0, 18.0, 20.0, 19.0, 19.0, 16.0, 20.0, 18.0, 19.0, 17.0, 19.0, 17.0, 18.0, 20.0, 18.0, 18.0, 18.0, 19.0, 18.0, 19.0, 19.0, 20.0, 19.0, 18.0, 18.0, 17.0, 17.0, 17.0, 18.0, 14.0, 15.0, 16.0, 19.0, 18.0, 18.0, 18.0, 20.0, 19.0, 18.0, 15.0, 20.0, 20.0, 18.0, 20.0, 18.0, 18.0, 17.0, 20.0, 19.0, 18.0, 18.0, 20.0, 18.0, 18.0, 18.0, 17.0, 20.0, 19.0, 20.0, 20.0]","[9924, 9886, 9842, 10069, 10762, 10588, 9605, 11363, 9838, 9693, 11286, 9868, 9616, 10057, 9672, 10032, 10463, 9292, 9749, 9771, 10163, 9441, 11479, 10018, 10574, 9884, 10776, 9896, 10256, 11448, 9595, 10818, 10011, 9048, 10505, 9716, 9933, 10957, 10962, 10959, 9528, 9899, 9572, 9915, 10899, 10893, 9913, 10831, 9780, 11525, 10640, 10733, 10252, 10127, 9958, 9279, 10944, 10364, 10559, 10413, 11063, 9540, 9936, 10104, 10495, 10251, 9899, 10653, 9805, 9938, 11551, 10062, 10354, 9928, 10268, 9728, 10369, 9649, 10842, 10724, 10000, 9698, 10779, 9926, 10972, 11241, 11457, 10803, 10377, 10441, 11465, 9296, 10680, 10137, 9374, 11525, 9632, 9898, 9768, 10012]",393.031,814.186,6.254,51169.549,23.427,13659.544,10.941,14874560,14874560,14874560,320,14874560,13.886666666666665,6.700000000000001,0.0001,0.01,321.04791259765625,-25.417367935180664,9.983768463134766
21.0,14.0,18.41,10286.1,4,8,14882880,320,14882880,False,7950,1778,320a8_00000,08faa473bb56470e8d57b36627e20e92,2022-04-23_21-29-55,1650729595,9.90911865234375,17999.022956848145,28360,DESKTOP-1HD8C9H,127.0.0.1,17999.022956848145,568960,1778,11.156481266021729,"[16.0, 18.0, 20.0, 18.0, 19.0, 19.0, 16.0, 18.0, 20.0, 20.0, 19.0, 19.0, 19.0, 20.0, 20.0, 20.0, 20.0, 20.0, 18.0, 19.0, 18.0, 20.0, 18.0, 16.0, 17.0, 16.0, 18.0, 18.0, 20.0, 19.0, 17.0, 19.0, 18.0, 19.0, 17.0, 18.0, 20.0, 18.0, 20.0, 19.0, 19.0, 16.0, 20.0, 18.0, 19.0, 17.0, 19.0, 17.0, 18.0, 20.0, 18.0, 18.0, 18.0, 19.0, 18.0, 19.0, 19.0, 20.0, 19.0, 18.0, 18.0, 17.0, 17.0, 17.0, 18.0, 14.0, 15.0, 16.0, 19.0, 18.0, 18.0, 18.0, 20.0, 19.0, 18.0, 15.0, 20.0, 20.0, 18.0, 20.0, 18.0, 18.0, 17.0, 20.0, 19.0, 18.0, 18.0, 20.0, 18.0, 18.0, 18.0, 17.0, 20.0, 19.0, 20.0, 20.0, 19.0, 16.0, 21.0, 20.0]","[10762, 10588, 9605, 11363, 9838, 9693, 11286, 9868, 9616, 10057, 9672, 10032, 10463, 9292, 9749, 9771, 10163, 9441, 11479, 10018, 10574, 9884, 10776, 9896, 10256, 11448, 9595, 10818, 10011, 9048, 10505, 9716, 9933, 10957, 10962, 10959, 9528, 9899, 9572, 9915, 10899, 10893, 9913, 10831, 9780, 11525, 10640, 10733, 10252, 10127, 9958, 9279, 10944, 10364, 10559, 10413, 11063, 9540, 9936, 10104, 10495, 10251, 9899, 10653, 9805, 9938, 11551, 10062, 10354, 9928, 10268, 9728, 10369, 9649, 10842, 10724, 10000, 9698, 10779, 9926, 10972, 11241, 11457, 10803, 10377, 10441, 11465, 9296, 10680, 10137, 9374, 11525, 9632, 9898, 9768, 10012, 10572, 11229, 10190, 9861]",369.476,866.091,4.686,68289.591,21.87,14631.665,14.051,14882880,14882880,14882880,320,14882880,13.433333333333332,6.700000000000001,0.0001,0.01,335.656982421875,-16.770645141601562,3.543903112411499
